Symbol,DIS,ALLE,TGT,CMCSA,GD,TAP,MYL,T,NLSN,HST,HSIC,EXPE,NWS,NWSA,CAH,HAS,ROST,HCA,HII,BIIB,TJX,TSCO,ALL,DVA,DISCA,AAP,DISCK,WY,WU,KMX,WBA,GILD,ADM,CVS,BA,AIG,JCI,DLTR,IFF,LUV,UHS,DISH,MPC,HFC,MRO,EOG,OXY,NBL,OKE,CXO,COP,HP,DVN,NOV,HES,CVX,BKR,APA,FTI,SLB,PSX,FANG,PXD,VLO,XOM,WMB,HAL,NWL,IVZ,LB,MOS,GPS,ALK,SCHW,CF,CMA,HBAN,JWN,KSS,FRC,HBI,KHC,DD,LNC,KEY,DFS,MET,FITB,TFC,WFC,UNM,ZION,USB,COF,BAC,MTB,MS,PBCT,NTRS,RJF,PFG,RF,C,STT,JPM,GS,BK,BEN,PRU,PNC,ETFC,CFG,EMR,EMN,GLW,ETN,FBHS,DOV,HOG,HON,GM,IPGP,HPE,INTC,FFIV,FAST,FDX,FCX,IBM,EXPD,FLS,ITW,PNR,PH,PPG,RHI,ROK,APTV,APH,RTX,SIVB,SNA,SWK,AMP,AME,TEL,TROW,TXT,UPS,URI,VFC,XYL,BLK,PCAR,FTV,MAR,LYB,BWA,MAS,MMM,CMI,LKQ,CE,LEG,CCL,NUE,CAT,NTAP,GOOGL,UNP,GL,L,UAA,WAT,KSU,GOOG,UA,OMC,LOW,LRCX,SYF,IEX,MTD,NSC,KEYS,HD,PKI,HLT,GPC,KLAC,A,CBRE,AXP,EBAY,AAPL,CSX,AMZN,BKNG,ADI,PVH,PRGO,BBY,PKG,ORCL,ODFL,NVDA,NCLH,PWR,MXIM,MU,MHK,MGM,MCHP,LVS,CSCO,DAL,DE,JNPR,CHRW,AVY,QRVO,JBHT,ZBRA,AAL,XRX,XLNX,WYNN,WRK,WHR,WDC,WAB,ADS,UAL,TXN,ALB,TPR,TIF,AMAT,SWKS,STX,ANET,AOS,RL,AVGO,RCL,QCOM,J,GE,IPG,F,IP,HPQ,GWW,FMC,FLIR,IR,DXC,AMCR,CME,NEM,LW,HSY,EIX,DHI,HRL,DXCM,CBOE,ATO,NI,SRE,ED,ETR,EXC,DTE,PEG,AEP,AEE,DUK,PNW,D,FE,VTR,ES,NEE,PEAK,EVRG,CMS,AWK,PSA,WEC,XEL,O,WELL,AMT,LNT,SO,EXR,TWTR,CTXS,CTSH,BDX,AMD,ABBV,ILMN,TMO,NFLX,GRMN,CPRT,BAX,VAR,FB,LIN,ISRG,AZO,LH,PFE,IQV,ZBH,COO,ABT,CDNS,SHW,FLT,APD,ROP,CDW,EFX,PYPL,PAYX,BR,ECL,JKHY,IT,WLTW,AON,VRSN,SNPS,ADP,V,ADBE,MA,ADSK,ACN,AFL,MCO,LDOS,INTU,ANSS,AJG,CTAS,HIG,GPN,SPGI,NKE,TDG,MSCI,MSFT,MMC,INFO,EQR,FRT,REG,UDR,AIV,AVB,ARE,ESS,DRE,PLD,KIM,MAA,DLR,PHM,CNP,AES,GIS,CLX,CPB,CAG,VZ,SJM,LEN,BMY,NRG,DG,K,CMG,PPL,NVR,MLM,SBAC,CCI,MKTX,TSN,EQIX,CHD,MKC,TTWO,MCD,VMC,LHX,ICE,KO,KMB,WRB,BLL,RSG,MDT,FIS,FISV,EW,TFX,DHR,MRK,SYK,ZTS,HOLX,IDXX,BSX,RMD,STE,NOW,PAYC,PG,MDLZ,PGR,TRV,PEP,AIZ,WM,LMT,NOC,NDAQ,MSI,RE,CL,CINF,VRSK,CB,COTY,DRI,COG,IRM,CTL,HRB,SEE,MO,EA,DPZ,PM,KR,INCY,HUM,REGN,AMGN,VRTX,ALXN,ABMD,ALGN,CNC,XRAY,ANTM,ABC,UNH,MCK,CI,YUM,ORLY,JNJ,DGX,WMT,STZ,BXP,CHTR,SYY,SPG,MNST,TMUS,AKAM,SLG,CERN,KMI,SBUX,ULTA,ROL,LYV,EL,CRM,ATVI,VNO,LLY,FTNT,COST,Cluster
PGR,26,30,2,66,46,28,40,46,28,12,34,36,20,32,22,32,34,46,38,24,24,34,86,12,36,28,32,8,26,44,44,22,34,32,50,64,36,26,58,58,44,26,12,0,0,-12,-24,2,26,10,-12,14,0,2,-8,28,20,-20,16,12,18,4,18,6,20,4,8,0,50,8,12,6,32,18,2,42,34,8,4,68,48,-14,34,56,34,52,48,36,54,48,56,46,50,42,26,70,44,62,22,60,46,34,56,20,48,16,16,44,72,42,34,30,26,26,56,36,30,38,38,78,48,26,52,52,48,32,40,2,64,42,16,48,56,28,74,46,42,28,46,84,32,22,30,54,52,42,70,16,68,44,38,34,68,56,44,30,32,16,40,22,36,26,50,34,58,4,26,36,34,38,74,54,44,34,12,38,34,72,42,48,66,36,38,54,8,50,30,38,40,56,52,48,82,26,38,52,42,30,74,24,-4,34,40,72,36,16,28,34,42,22,50,22,34,34,38,12,16,54,20,24,50,36,34,4,42,36,22,22,30,58,4,58,40,56,44,38,54,46,36,38,50,14,24,44,6,50,32,34,54,6,46,36,42,30,54,32,50,-22,26,-30,2,32,18,48,16,-8,14,28,32,26,44,28,48,38,52,30,34,32,30,10,44,16,10,28,4,28,12,34,10,12,6,32,16,-16,20,10,22,36,18,46,30,28,46,18,40,50,28,28,16,30,28,52,24,48,60,42,66,32,44,50,76,50,54,72,74,62,48,38,82,52,56,60,72,66,44,62,48,80,76,68,94,54,68,62,54,64,76,82,92,70,64,56,70,64,62,56,82,70,52,26,56,38,42,34,40,50,40,64,40,40,34,10,16,26,32,54,50,-4,34,42,14,50,22,0,20,42,-10,34,-2,16,-16,4,42,20,20,38,42,10,38,12,18,22,28,62,82,2,60,36,60,38,22,30,42,44,28,32,2,28,26,48,66,56,48,50,54,0,76,36,58,90,52,56,46,48,74,66,90,62,98,20,32,6,6,-12,6,32,18,18,34,54,0,12,6,34,10,8,20,48,26,16,-2,20,24,-10,12,-10,44,26,28,34,36,38,70,28,32,42,36,52,24,64,50,22,24,58,30,62,66,46,34,66,64,46,10,5
TRV,46,50,50,50,46,30,20,40,2,42,12,18,10,20,32,32,54,28,42,34,58,22,88,32,34,14,30,46,28,46,42,42,54,28,32,72,54,40,40,38,34,32,-4,-8,-4,12,-4,-16,40,34,16,8,22,-20,28,18,50,0,34,10,10,30,22,18,12,32,6,22,44,12,6,10,18,12,26,0,2,30,-6,10,22,6,16,36,26,44,62,28,42,38,36,26,40,56,22,36,40,52,26,34,72,26,38,36,42,34,14,46,56,32,34,38,14,32,28,26,48,50,12,78,50,32,46,32,22,28,26,12,72,26,28,42,50,28,52,40,58,28,28,70,18,30,42,58,60,30,70,42,50,46,60,46,76,52,26,34,34,38,42,26,36,16,40,24,28,18,40,38,42,34,66,90,42,54,40,38,32,54,78,32,54,44,52,40,40,44,32,24,54,58,58,44,56,28,42,64,40,22,42,48,6,56,34,56,20,12,24,20,12,-2,30,18,-10,20,22,10,14,34,32,40,14,32,38,14,42,8,18,36,42,12,18,22,42,24,40,52,52,34,0,36,22,24,40,34,22,44,46,42,30,42,34,32,12,28,48,18,58,-10,30,-4,-8,34,34,22,24,10,32,50,28,66,74,52,64,82,60,72,54,46,58,50,46,52,52,60,30,76,56,64,24,64,46,20,52,20,48,44,32,30,46,40,32,34,52,38,72,36,46,26,64,66,32,80,36,30,42,44,56,18,60,70,90,36,82,86,96,64,70,46,80,72,48,68,64,84,96,56,78,80,80,86,82,52,80,100,62,72,78,84,94,56,110,88,56,90,76,44,76,78,42,38,42,42,60,52,48,50,60,46,72,32,54,34,46,18,40,88,46,18,48,46,38,38,34,22,54,36,18,46,24,32,16,40,80,68,42,46,26,24,78,54,20,86,46,96,106,12,68,30,76,50,12,42,52,82,38,38,18,52,24,66,76,76,66,62,84,76,0,54,58,82,72,60,86,60,82,94,122,78,134,4,44,0,18,-8,26,2,44,32,16,32,48,28,32,34,38,16,36,6,14,6,22,32,32,4,26,38,36,34,66,56,48,32,44,36,50,48,54,32,28,34,38,28,34,74,12,58,96,52,42,28,66,56,52,4
PEP,46,30,12,46,30,14,42,24,-4,40,36,30,10,18,14,36,62,4,26,0,42,34,24,-8,8,8,12,36,30,18,18,12,16,20,20,-4,24,40,54,-8,24,0,-8,-14,6,10,-8,18,50,20,18,16,26,14,30,10,22,8,8,10,2,28,48,14,36,42,6,20,-8,-28,-6,-2,-16,-12,-16,-6,-18,10,-16,10,4,24,-8,10,0,14,14,-10,10,12,0,-4,30,6,-10,0,-2,0,-12,8,14,-6,14,-12,-12,-2,-10,16,20,-6,12,-6,10,-18,-10,30,16,44,26,36,6,26,32,36,2,38,24,-8,40,16,14,40,10,24,46,12,22,4,56,44,-22,22,28,36,38,20,36,30,22,14,34,20,32,30,32,48,-2,-6,38,12,16,52,38,-2,6,8,8,40,22,28,36,26,22,66,42,22,18,40,30,40,20,30,62,38,36,56,42,50,52,30,52,24,34,10,48,60,28,34,32,10,34,-10,16,32,-4,20,6,-4,36,40,4,-4,34,14,26,12,14,0,2,28,24,8,24,-6,44,14,4,8,32,38,10,-14,-8,56,12,4,46,16,2,24,12,14,46,40,-26,46,14,6,16,0,2,22,10,14,32,-4,12,-30,46,28,40,48,4,42,64,-8,32,46,44,70,62,54,38,56,44,48,68,58,44,46,42,30,48,54,38,62,48,56,40,58,50,60,50,54,62,48,52,36,-4,12,40,28,8,22,66,28,48,16,48,30,20,32,28,10,22,40,24,42,30,48,54,58,36,52,44,36,56,44,54,44,34,42,46,50,66,50,68,48,62,50,84,48,74,62,20,72,48,52,50,24,50,60,34,52,36,58,52,46,72,86,46,50,68,56,78,58,78,38,60,30,72,34,54,14,14,62,48,44,60,54,46,54,24,24,52,42,18,8,36,40,50,52,66,56,18,68,52,28,52,52,48,34,108,86,72,32,52,46,46,28,74,16,34,40,54,32,42,44,46,68,36,38,34,116,74,36,54,0,18,78,74,80,58,36,20,112,68,70,78,22,22,18,28,-6,0,0,26,12,-4,26,16,16,-10,4,0,18,-14,-6,14,-20,14,-8,12,-4,6,-4,42,42,74,8,36,8,58,50,58,22,52,36,42,52,36,46,52,36,34,50,74,40,32,42,52,8,32,16
AIZ,52,52,26,58,52,40,26,32,48,44,48,18,56,58,18,60,42,34,54,14,26,0,74,38,34,18,38,62,32,46,12,44,40,50,40,92,28,12,48,46,46,68,28,16,-6,6,14,-12,12,24,12,8,8,-6,10,34,12,2,4,20,32,6,22,-6,10,12,8,22,44,16,18,42,42,38,18,30,22,22,22,38,26,2,16,44,26,64,76,48,52,52,50,30,60,56,46,38,52,74,34,70,56,42,58,50,48,38,50,20,80,50,50,42,18,34,38,36,50,42,30,68,42,26,32,34,24,20,36,38,32,32,20,32,66,32,58,54,32,60,30,58,20,28,60,40,24,24,60,44,48,58,50,44,62,48,30,30,52,58,40,38,34,36,26,60,44,40,26,50,54,12,70,72,34,46,38,54,32,44,44,36,64,54,32,34,54,46,48,44,32,48,56,58,58,42,38,26,42,24,50,34,22,24,60,6,24,26,26,44,40,22,38,60,12,20,10,42,44,28,32,52,46,62,24,30,38,-6,52,40,48,32,42,48,76,14,24,48,30,28,52,44,20,40,22,20,34,20,28,44,32,40,62,26,26,64,44,58,42,-30,68,4,34,32,4,2,6,44,28,50,44,48,54,54,20,58,60,60,48,50,48,62,74,14,24,46,14,46,54,40,32,50,46,40,34,10,46,46,34,28,58,38,40,44,52,38,42,36,46,44,50,44,60,30,36,56,42,36,44,30,50,58,38,44,56,56,62,26,72,44,52,60,34,60,66,80,68,40,36,46,58,46,70,20,54,74,52,70,50,68,72,44,82,60,38,72,68,56,40,82,42,46,54,42,44,42,48,42,56,64,62,44,38,24,8,26,40,40,20,18,34,36,30,24,46,16,38,38,14,60,0,36,18,42,22,18,36,38,66,32,20,34,34,62,34,24,66,28,46,42,72,40,10,48,42,36,34,38,44,36,36,60,36,44,44,22,14,58,58,18,0,64,62,64,68,50,82,32,80,48,70,2,18,14,32,20,10,14,8,-16,30,18,12,34,32,38,34,36,26,26,6,38,44,38,18,28,32,34,-8,16,42,50,28,12,64,26,48,26,40,56,36,48,36,34,18,24,26,28,8,52,14,52,34,32,18,1
WM,34,26,28,66,56,28,2,68,12,12,24,12,2,14,-8,28,40,40,22,8,40,14,56,24,10,30,10,24,34,46,22,0,12,26,6,42,36,40,32,8,30,20,20,-14,-10,-2,-10,-8,36,22,12,14,2,-18,18,16,38,0,32,2,24,24,26,6,10,38,-2,-14,2,-30,-18,-18,10,12,6,8,4,-10,-16,28,6,-30,-26,24,6,26,20,-6,20,0,10,14,36,16,12,12,26,20,0,12,14,-12,26,8,26,14,6,28,46,30,32,16,20,-12,8,32,20,22,14,66,24,12,22,32,10,22,4,0,24,20,10,32,26,12,46,44,20,6,40,62,2,6,20,24,42,8,40,10,46,18,44,48,52,38,44,26,-2,-6,24,36,2,24,8,2,26,-10,20,36,28,34,46,62,38,26,36,32,30,38,64,44,54,48,46,48,36,42,34,40,56,60,32,26,58,42,46,62,38,28,32,20,-18,22,18,26,12,12,12,8,24,14,8,-4,8,4,48,6,28,44,16,40,16,30,4,-16,38,32,-4,-6,38,24,4,26,24,24,6,0,34,32,6,36,42,32,24,6,2,36,52,14,20,6,8,24,12,16,34,24,24,-34,48,20,42,74,30,40,10,12,74,70,28,66,86,74,72,64,70,76,64,58,74,70,62,58,62,74,56,74,74,84,58,74,56,62,74,88,68,58,60,48,38,34,18,44,50,30,44,42,56,32,50,24,24,56,30,22,44,34,40,46,68,62,54,86,74,80,90,46,74,50,108,86,66,92,64,90,88,74,70,80,82,62,102,24,76,62,62,88,86,72,92,96,90,90,68,84,80,58,76,98,82,68,56,50,72,68,80,60,84,72,78,40,70,64,38,34,38,80,66,32,60,72,38,40,6,36,56,48,50,24,26,50,38,68,98,42,44,92,82,38,68,62,44,86,96,104,84,58,120,46,84,56,54,62,46,64,74,74,36,56,40,74,58,78,60,88,90,90,82,78,64,0,68,52,94,86,58,114,86,102,108,4,32,-14,12,-32,8,18,38,14,14,62,-22,22,30,8,36,22,0,0,42,36,14,40,14,50,-6,24,64,42,56,34,36,64,64,44,62,42,44,72,50,44,50,44,32,40,60,54,80,44,28,38,62,30,50,7
LMT,54,64,18,60,86,2,36,28,18,18,46,22,12,26,52,42,56,24,90,28,40,36,58,30,2,14,0,30,20,30,26,34,36,42,38,32,40,8,40,44,16,16,-14,-8,0,16,-16,6,26,42,6,0,26,-12,24,34,22,6,24,12,4,24,44,-10,32,8,14,10,14,2,6,12,26,40,12,36,14,4,0,34,42,-12,28,20,28,30,28,20,30,48,22,18,52,54,22,50,36,50,36,28,30,24,38,8,30,30,6,44,36,34,38,44,30,16,20,18,44,28,16,54,20,44,50,50,14,34,20,10,36,30,24,44,48,24,42,42,44,20,42,94,22,42,24,32,58,16,72,54,44,50,60,40,56,42,38,34,22,26,54,16,38,36,46,24,26,2,28,40,34,54,42,46,46,42,30,34,32,58,40,38,52,58,28,52,70,36,36,20,44,58,36,24,58,40,48,64,32,44,54,24,12,26,42,20,30,8,22,24,30,24,20,18,28,0,14,22,22,14,46,48,30,34,56,14,42,28,14,20,44,26,40,-6,46,38,12,22,32,38,24,54,18,40,44,12,18,36,66,40,58,6,44,30,36,48,62,22,22,-42,58,0,26,54,14,24,30,-4,16,28,14,28,50,48,34,46,18,54,54,42,48,20,52,20,32,30,30,52,34,46,34,30,34,46,48,36,42,28,38,26,26,30,30,46,36,54,42,44,40,38,54,34,20,48,40,24,52,28,22,54,42,70,58,74,80,84,70,70,60,58,70,62,42,42,82,36,68,62,78,70,70,70,96,40,56,68,54,114,66,72,76,66,82,70,76,70,90,54,76,78,46,62,40,16,46,38,54,38,60,36,62,42,50,16,32,4,6,50,26,6,28,18,8,42,60,12,32,24,12,8,16,60,38,34,60,64,34,30,34,52,60,80,106,66,60,32,62,48,62,52,70,60,54,28,66,46,56,38,36,42,48,70,68,64,80,32,46,52,72,74,62,68,0,164,84,96,56,58,84,60,78,2,28,8,-22,-18,-20,-10,-20,16,42,-18,8,28,26,40,28,14,6,20,2,22,26,28,6,22,18,20,26,12,54,44,18,6,48,40,42,22,60,30,30,18,40,34,34,34,34,70,56,38,26,38,32,20,46,1
NOC,42,62,6,62,82,6,36,36,30,18,22,38,26,48,32,38,56,28,82,36,24,40,62,22,14,10,10,26,12,30,30,42,40,38,50,48,22,8,30,52,14,24,6,20,4,26,-16,6,34,38,10,12,30,8,34,40,34,10,34,14,36,20,44,18,34,12,18,32,10,-2,2,10,24,44,18,48,22,18,8,28,32,6,40,36,32,50,48,34,30,48,26,42,46,44,32,54,34,48,16,40,50,18,50,32,36,38,26,14,56,38,48,54,32,22,36,34,48,52,40,50,38,20,46,42,18,28,36,8,56,26,32,56,66,52,50,56,52,24,58,94,22,42,40,56,58,14,62,62,46,62,56,36,52,58,34,34,26,42,52,8,54,36,42,32,30,10,48,44,30,50,60,46,62,58,34,30,54,62,36,38,52,54,32,44,58,32,32,30,44,50,32,40,62,32,40,60,28,48,46,20,24,26,22,24,38,12,26,18,38,40,36,18,28,16,16,26,34,14,30,40,34,30,40,20,30,26,22,28,52,46,20,10,50,30,36,40,30,26,24,54,18,28,56,12,22,36,64,32,82,6,40,40,36,24,50,22,30,-50,62,16,30,42,14,38,28,-8,20,38,38,56,74,58,30,54,48,66,64,42,52,16,58,4,40,42,24,34,40,38,22,40,48,42,32,24,44,34,38,18,18,18,26,42,30,46,38,40,42,42,42,6,36,68,28,32,40,32,22,30,38,36,46,70,70,64,58,66,68,58,62,46,46,26,70,60,68,70,48,74,66,62,84,36,66,62,42,110,58,66,72,54,88,62,64,66,70,46,84,74,46,58,32,24,42,38,42,26,56,38,54,38,46,20,46,14,18,36,32,6,2,38,2,48,56,16,24,24,-4,26,24,40,18,18,60,50,22,46,30,36,54,56,114,54,50,28,66,40,46,50,58,48,46,28,54,38,48,32,34,48,38,44,44,56,60,44,46,56,60,80,64,52,164,0,74,92,66,80,96,54,82,0,24,16,-16,-14,-14,0,-16,-4,34,2,26,24,30,24,16,-2,-10,24,-2,16,-6,12,6,26,22,16,34,0,42,34,22,-10,52,36,46,18,68,46,26,22,58,62,48,34,30,54,64,38,10,42,20,32,42,11
NDAQ,42,60,34,66,48,20,16,34,18,24,6,18,10,6,10,26,52,26,50,38,38,36,88,42,24,14,24,50,36,42,38,18,44,22,58,48,28,24,40,38,16,46,4,6,0,26,12,14,52,48,24,14,38,-2,22,26,36,16,26,28,24,14,48,12,50,48,42,-6,20,4,12,12,16,44,36,20,6,14,-12,36,8,20,2,36,42,44,44,14,32,48,22,18,38,44,22,38,46,42,20,42,64,30,62,44,42,36,20,38,56,34,60,30,30,24,18,30,28,40,38,54,36,36,44,38,18,18,28,28,36,-2,14,44,54,40,54,50,46,40,38,62,6,18,26,52,54,12,54,38,40,42,42,56,76,32,32,40,34,42,42,20,10,24,34,24,34,10,52,54,42,34,64,64,34,42,26,46,26,44,56,42,32,62,48,28,50,32,36,28,52,74,46,40,48,56,36,58,60,30,58,26,-4,26,34,18,-2,4,6,22,20,36,6,32,8,36,34,22,26,34,4,52,26,20,20,32,46,32,26,22,6,34,44,14,58,22,18,36,58,42,12,62,32,24,44,24,18,46,50,42,34,18,20,32,24,56,32,24,46,-42,96,10,32,30,26,12,26,26,54,58,28,58,60,52,46,64,46,60,40,26,38,50,38,22,30,34,26,48,50,36,28,44,32,14,46,34,48,42,44,42,70,36,32,72,40,26,70,36,42,60,58,46,52,46,56,32,28,46,40,40,62,68,70,46,70,62,82,68,68,74,76,64,50,68,62,70,94,70,68,58,96,90,106,56,72,64,94,78,68,78,86,46,78,82,76,86,86,68,70,88,48,34,28,18,34,46,44,58,54,42,54,28,36,40,26,22,8,62,28,24,28,26,4,24,38,50,42,46,12,34,20,24,20,32,82,40,48,56,50,34,66,38,36,132,38,46,72,40,42,36,68,42,42,40,64,58,40,36,40,58,38,64,22,78,76,70,54,46,86,58,68,94,84,74,0,72,48,78,62,56,72,12,38,12,26,12,-6,-12,14,26,2,16,10,20,46,20,32,38,32,10,34,34,34,48,2,26,2,44,40,32,44,46,16,20,46,46,46,16,36,50,26,20,12,50,16,36,40,46,66,60,46,20,44,56,38,20
MSI,52,48,22,44,58,-16,-8,34,12,16,38,24,4,16,14,46,76,22,50,10,52,12,54,10,30,36,34,14,26,40,8,26,10,30,48,20,20,10,12,56,14,28,-2,0,-16,0,-14,-18,34,36,12,8,6,-8,26,32,18,18,16,2,28,18,24,12,26,32,10,16,14,-4,-24,-22,4,24,0,-2,-12,-6,0,20,28,-20,8,24,4,32,16,8,20,10,28,16,26,32,10,28,18,22,4,42,38,2,14,24,28,18,10,30,50,20,28,18,32,-2,40,22,30,16,20,48,20,12,40,42,16,28,26,0,32,-2,26,36,58,46,34,44,30,20,42,74,4,14,30,46,52,0,60,38,36,28,54,48,50,42,42,6,4,30,26,32,18,26,18,8,28,6,36,54,44,30,52,44,50,38,18,48,42,52,52,28,46,50,20,60,66,56,44,16,40,42,40,42,70,56,20,52,32,24,34,0,20,26,10,46,14,2,8,38,26,14,10,14,30,14,70,32,30,46,28,38,30,20,46,8,46,36,8,-6,32,22,28,8,54,34,2,30,34,34,30,40,74,16,20,12,8,14,76,20,34,24,16,24,20,22,50,16,22,-62,62,38,32,38,16,54,22,14,32,32,14,42,60,46,36,50,32,64,42,28,66,34,20,14,46,38,24,28,42,44,40,52,38,40,52,54,38,32,44,32,50,50,46,38,42,56,46,48,80,54,52,24,28,48,68,46,42,28,34,52,46,44,66,54,92,44,82,58,92,74,80,70,68,74,72,64,84,86,60,90,86,70,92,50,80,74,90,82,76,78,84,84,68,92,88,76,86,86,76,96,76,58,30,0,68,52,56,14,58,32,54,4,46,42,28,-20,42,34,22,18,22,16,-6,20,34,26,66,20,4,-14,34,36,28,38,84,36,60,64,40,36,76,34,78,90,46,56,44,48,56,16,46,50,44,66,64,72,44,66,40,54,42,56,54,90,78,46,32,48,60,36,50,86,96,92,72,0,38,64,84,88,74,-28,20,14,-8,-30,-16,16,16,-8,14,6,-14,20,48,34,66,40,20,16,30,36,34,52,24,54,36,28,76,36,56,38,36,10,44,60,36,6,36,54,40,12,76,26,44,50,48,52,54,52,18,40,34,58,70,7
RE,36,20,4,58,32,42,10,18,8,12,26,32,16,32,24,34,12,28,40,18,32,4,60,28,10,-2,12,18,20,42,20,24,40,36,-4,92,38,4,38,12,20,48,6,-6,0,10,-10,6,34,20,-4,32,20,-8,2,34,26,12,4,20,10,20,12,4,6,8,22,-10,32,-2,-4,-4,12,26,-4,42,36,8,2,58,14,-14,8,48,36,64,60,56,48,40,56,46,58,58,38,52,44,58,24,58,38,38,62,48,58,28,46,24,70,62,34,44,28,12,22,28,40,32,24,68,34,18,34,48,16,8,34,10,26,34,16,38,40,30,48,26,32,18,28,56,32,38,30,54,32,36,66,26,42,48,42,20,74,44,30,40,30,18,30,18,16,40,22,34,38,8,26,38,26,22,76,82,26,36,22,30,14,50,32,40,70,40,34,50,36,14,42,48,24,46,36,34,72,30,28,46,24,16,74,18,26,32,22,30,26,16,20,-2,38,20,26,24,14,22,16,24,22,12,22,24,48,16,26,6,4,24,22,10,16,22,10,28,30,38,40,-2,16,14,22,20,24,4,30,36,32,24,28,38,40,28,32,42,22,60,36,24,44,-24,32,-18,8,44,8,0,-14,8,28,36,28,36,40,38,22,52,38,52,50,24,26,12,32,-16,12,30,-2,30,26,22,-2,26,24,28,4,-4,16,24,24,28,24,16,18,20,24,34,40,26,28,36,30,40,38,62,20,46,42,32,34,44,46,36,56,34,34,64,68,38,16,18,64,36,50,44,68,58,66,42,36,50,46,52,60,48,54,82,42,74,38,76,78,50,112,50,38,60,56,48,66,80,30,32,36,38,28,24,24,16,28,28,30,30,10,-4,16,16,10,52,20,-4,30,22,32,20,36,2,16,36,6,62,6,6,20,22,46,44,20,16,40,16,50,8,30,42,20,24,98,22,56,48,62,24,26,48,34,40,38,38,24,30,14,42,38,52,56,12,20,74,82,20,82,58,56,66,48,38,0,54,70,44,78,-8,40,0,-4,-12,-12,40,8,10,48,2,34,8,34,-8,4,18,14,10,0,10,14,32,40,20,46,24,16,20,48,58,28,18,34,30,50,46,44,50,12,22,48,36,30,34,8,28,52,30,2,32,52,32,2,5
CL,46,32,2,66,58,26,24,42,4,24,18,16,-8,6,6,18,32,20,20,16,26,20,56,0,10,2,4,40,24,32,20,12,32,14,20,28,10,44,40,18,6,22,16,2,-6,10,0,-18,30,2,12,8,6,-4,14,12,28,-8,30,10,26,28,22,26,12,14,6,-8,0,-40,-14,-22,12,-24,16,-2,-12,0,-42,4,12,6,-16,16,8,22,16,6,26,12,0,18,30,12,4,14,22,24,-12,10,32,-12,32,6,20,22,6,24,32,24,6,-2,4,2,4,24,30,24,14,46,36,2,26,36,0,10,26,-6,40,22,2,20,26,22,48,30,30,6,36,58,-4,8,8,36,44,18,44,16,36,36,26,14,40,40,10,20,2,4,22,-2,2,14,14,6,18,-4,18,34,34,42,58,46,20,38,40,42,18,62,30,50,40,28,56,44,20,48,20,26,40,50,44,40,42,6,36,68,26,24,34,26,-12,6,18,38,18,16,0,8,20,10,22,-6,8,10,34,22,20,36,18,26,-2,22,18,2,30,18,-8,0,48,32,-16,4,16,42,10,6,18,24,8,28,20,2,22,26,0,22,22,2,56,6,18,14,2,4,50,-6,14,-28,36,36,34,70,30,54,40,8,46,54,50,82,92,80,76,84,72,74,76,76,62,44,48,60,62,70,58,84,70,72,40,80,70,58,70,60,68,66,52,42,24,26,24,24,18,32,68,12,36,34,36,34,28,44,38,24,18,26,42,42,40,34,70,66,58,68,62,50,74,38,82,58,36,62,68,76,88,72,64,84,68,78,76,54,74,64,48,78,80,72,80,60,78,66,62,62,74,50,80,56,68,72,54,46,80,56,76,52,68,68,82,36,62,50,66,42,28,70,78,22,66,72,38,48,34,18,58,52,22,16,36,42,36,60,64,38,46,108,76,42,70,42,48,56,92,112,100,30,86,46,72,42,70,50,44,60,60,54,28,36,48,68,54,60,48,138,110,66,94,112,32,114,58,80,78,64,54,0,94,84,134,14,38,-4,30,-12,16,2,28,0,10,22,10,0,26,16,18,10,6,-10,2,16,6,10,10,26,-8,10,62,40,50,24,62,24,68,58,62,46,60,60,48,40,50,34,40,42,40,66,110,42,10,46,42,30,28,17
