Symbol,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BEN,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COO,COP,COST,COTY,CPB,CPRT,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DISH,DLR,DLTR,DOV,DPZ,DRE,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,ES,ESS,ETFC,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FLIR,FLS,FLT,FMC,FRC,FRT,FTI,FTNT,FTV,GD,GE,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GWW,HAL,HAS,HBAN,HBI,HCA,HD,HES,HFC,HIG,HII,HLT,HOG,HOLX,HON,HP,HPE,HPQ,HRB,HRL,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,JWN,K,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,KSS,KSU,L,LB,LDOS,LEG,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOS,MPC,MRK,MRO,MS,MSCI,MSFT,MSI,MTB,MTD,MU,MXIM,MYL,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NI,NKE,NLSN,NOC,NOV,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,O,ODFL,OKE,OMC,ORCL,ORLY,OXY,PAYC,PAYX,PBCT,PCAR,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBUX,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TEL,TFC,TFX,TGT,TIF,TJX,TMO,TMUS,TPR,TROW,TRV,TSCO,TSN,TTWO,TWTR,TXN,TXT,UA,UAA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URI,USB,V,VAR,VFC,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAB,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WLTW,WM,WMB,WMT,WRB,WRK,WU,WY,WYNN,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZBRA,ZION,ZTS
ADI,96,66,36,86,74,38,64,78,98,80,0,54,66,56,78,22,0,14,72,74,22,50,62,44,78,32,58,88,72,40,114,6,60,76,50,94,-10,94,58,90,58,70,62,50,68,92,98,22,20,30,30,94,70,-14,114,98,64,84,72,76,80,80,42,70,78,52,98,50,56,48,64,80,40,100,42,52,74,40,4,86,20,84,88,104,88,58,48,76,6,44,64,22,42,34,16,72,88,24,6,108,-14,44,-2,88,20,76,44,36,10,-16,86,60,64,78,72,10,70,72,54,86,50,18,68,64,68,120,32,50,10,62,46,72,76,70,6,50,98,24,28,6,20,6,58,60,82,46,16,78,72,0,62,20,58,70,84,46,20,18,-18,22,82,88,16,-8,70,2,68,68,16,50,50,90,82,68,64,106,20,64,72,48,80,92,76,46,52,76,26,58,46,94,70,88,62,22,74,92,90,88,88,64,70,32,64,96,86,80,76,66,26,66,74,38,40,74,58,94,76,60,94,62,94,98,10,-2,52,60,-8,44,82,28,80,100,62,72,34,70,120,62,54,60,86,78,76,8,78,100,102,50,68,52,70,60,42,44,104,26,16,68,88,10,28,128,10,56,48,14,16,50,64,70,30,72,74,18,54,32,78,86,46,54,94,-10,56,120,40,84,0,72,58,82,24,82,78,26,148,32,88,18,82,102,68,54,16,42,22,68,100,42,28,60,38,50,58,88,78,102,34,80,94,90,136,76,64,72,58,-18,-16,58,8,92,78,46,66,54,32,58,90,66,52,86,34,14,56,74,-8,76,64,76,84,30,54,58,64,86,86,-38,24,32,54,86,38,74,74,22,62,94,38,48,84,86,-6,112,26,62,78,-12,48,66,68,74,64,86,88,80,74,18,42,70,76,86,74,50,102,32,76,42,32,92,32,70,52,42,80,92,-14,74,36,84,72,-6,50,78,38,56,74,90,32,70,108,86,74,48,44,42,84,102,76,70,22,70,40,92,50,58,100,42,66,32,38,74,140,80,52,64,56,8,58,36,20,78,64,106,84,90,88,68,80,40,6,26,54,108,36,-26,30,62,84,60,92,-6,-8,88,56,70,32,32,56,44,50,52,46,74,-14,112,82,38,60,80,48,84,74,76,50
ADM,66,54,32,74,64,8,42,44,60,66,54,0,26,58,56,14,10,48,46,52,16,40,38,36,58,34,40,56,56,46,34,-24,34,66,46,64,-10,44,50,68,22,34,48,58,60,66,72,44,14,44,24,46,56,-10,24,40,22,72,66,64,38,46,32,52,52,60,94,8,46,14,22,70,68,98,42,60,82,32,-48,60,24,82,48,62,70,24,46,78,12,70,20,54,40,32,36,72,44,-24,10,62,2,8,38,80,28,44,54,10,6,36,50,24,46,58,26,40,14,64,50,40,70,6,56,72,62,38,0,36,2,52,20,30,32,42,8,22,70,18,16,28,14,32,54,80,64,24,44,42,28,10,32,12,40,68,68,62,12,24,6,12,52,60,6,-2,34,-2,78,36,14,44,46,64,34,56,60,102,34,64,22,16,76,50,50,36,60,58,26,38,32,58,54,56,48,44,64,72,64,50,50,74,30,38,58,76,52,74,38,66,46,50,40,50,68,42,54,64,50,46,68,44,74,36,18,14,18,44,-16,46,70,-20,16,56,42,54,24,24,70,26,54,64,62,46,46,38,66,66,70,64,54,70,30,38,32,54,78,56,42,78,68,58,22,60,2,40,28,12,60,46,44,66,28,44,52,18,30,6,48,64,46,36,62,4,60,42,70,38,8,98,20,40,14,68,64,8,36,34,68,30,36,74,68,48,6,4,26,38,42,26,30,54,42,24,50,70,36,64,10,80,66,40,50,54,40,50,44,18,-18,32,16,62,46,40,64,36,44,54,70,62,48,56,6,34,38,46,-12,66,62,78,46,0,44,28,22,78,58,-14,20,16,42,64,38,34,72,26,54,72,50,38,74,74,-4,70,42,28,74,-16,46,72,64,66,54,30,44,66,40,26,32,68,78,44,62,12,62,20,64,18,2,68,14,10,42,30,62,70,4,72,40,60,24,10,44,38,8,34,80,84,32,70,62,50,34,34,56,62,48,78,62,28,18,64,50,68,50,44,52,54,20,44,8,44,52,48,68,72,64,12,34,-2,4,72,52,80,82,66,36,62,72,54,12,34,28,38,16,10,38,52,76,38,50,-8,-18,72,52,44,12,42,18,26,64,42,82,58,4,42,74,20,62,66,20,34,62,78,28
ADP,60,38,50,46,62,34,46,86,94,100,66,26,0,44,58,44,44,32,72,32,22,46,82,52,52,34,52,48,40,36,80,-16,40,66,60,66,14,42,64,120,30,82,26,12,68,48,64,40,32,22,44,56,58,18,84,66,74,54,56,54,58,48,44,36,48,54,74,46,20,86,70,48,58,50,32,32,46,80,38,74,32,52,96,84,62,66,6,50,44,48,48,22,66,84,38,40,70,28,36,52,26,48,8,58,6,70,36,58,8,8,58,72,60,58,98,-6,74,56,46,58,52,-2,32,28,22,78,54,60,30,50,50,20,24,52,30,22,38,48,44,44,48,26,18,24,66,20,12,70,98,42,94,4,92,44,48,34,40,38,10,38,42,52,42,46,80,44,54,36,20,44,38,46,50,58,38,66,26,40,82,62,36,64,30,110,36,34,38,60,70,34,60,16,36,28,68,54,64,58,54,56,104,14,90,42,28,28,48,28,46,40,78,42,16,78,48,44,36,46,88,32,54,56,4,16,48,30,30,20,86,40,72,62,34,50,20,68,64,120,34,32,32,74,44,24,80,104,64,28,50,54,16,78,44,52,44,22,22,32,70,12,22,72,52,28,52,32,18,16,52,60,-12,80,48,18,62,70,66,54,50,70,44,24,64,68,66,36,24,24,84,110,40,30,48,56,44,24,74,58,64,56,14,38,44,72,24,80,38,62,42,24,38,60,28,44,80,112,90,42,50,42,40,34,20,46,58,36,-6,36,20,72,46,74,6,94,48,56,60,38,44,62,28,6,40,52,22,50,28,76,68,62,32,84,124,50,68,0,36,48,58,62,72,80,58,48,44,64,52,44,42,52,38,44,16,32,70,8,48,38,32,46,78,58,68,42,50,18,52,36,60,64,44,72,46,48,80,66,44,80,16,74,28,34,68,44,6,22,28,40,84,26,46,100,42,60,42,36,24,50,56,68,84,42,44,24,84,42,60,82,10,64,54,70,64,54,90,80,60,42,34,46,54,48,62,66,50,56,30,96,20,38,52,74,64,50,112,50,68,32,42,26,68,98,32,-6,40,12,46,40,60,34,32,40,64,90,80,12,30,44,30,22,28,44,28,56,28,26,60,50,48,70,48,62,78
ADS,48,88,70,54,58,36,48,50,64,36,56,58,44,0,50,-24,-20,40,30,68,-4,48,42,36,120,30,78,60,14,56,68,-14,56,50,46,98,-20,58,78,46,58,34,78,36,44,60,82,34,4,44,0,62,64,-46,54,58,28,94,56,72,54,78,38,82,66,40,86,-22,0,32,0,96,72,86,42,40,82,40,-32,64,-8,92,38,32,94,52,44,78,10,80,12,42,2,4,30,76,60,-24,12,76,-46,44,44,78,28,48,42,22,42,20,32,28,78,58,44,30,70,52,50,42,46,-2,96,80,56,98,6,46,-8,38,50,68,56,64,14,50,78,52,8,26,12,-6,76,64,74,-6,40,96,42,-18,70,16,26,88,78,62,-4,-26,-18,-16,74,92,-32,-18,10,-14,88,30,-10,74,38,56,26,62,76,94,2,96,40,16,90,40,80,18,58,80,38,66,46,80,66,48,76,8,94,88,94,36,36,96,40,74,58,92,86,84,62,58,84,80,82,14,74,42,58,68,82,24,70,70,66,64,26,2,44,58,-40,48,106,-20,14,64,30,48,18,34,68,48,100,64,70,48,78,20,38,48,86,70,50,88,40,54,30,72,82,48,36,66,44,62,14,48,6,26,38,-14,46,54,66,74,56,28,82,32,54,-4,46,84,22,-6,100,-36,88,56,56,58,10,88,34,34,-4,82,70,28,48,32,48,32,14,102,56,62,4,-6,18,56,92,26,50,96,58,32,44,88,36,42,8,64,50,82,64,54,56,64,14,-20,-28,46,8,76,80,10,54,22,28,70,72,76,84,98,10,60,40,56,-34,84,68,82,72,38,58,-6,44,78,84,-24,2,-14,38,114,22,58,74,10,88,58,10,52,72,80,-2,84,20,70,78,-40,54,72,64,58,54,34,60,68,28,50,30,74,72,72,46,-12,82,56,48,46,4,74,-28,40,92,56,68,96,16,90,74,76,12,-40,60,14,-6,10,84,70,52,76,76,66,34,16,50,74,36,86,72,22,34,60,56,44,56,74,80,22,26,-4,6,52,70,72,90,94,82,0,78,32,52,114,92,90,96,82,52,52,92,48,14,52,26,40,20,-10,44,62,60,56,86,-26,-36,58,76,46,26,62,50,0,84,34,54,78,-30,68,60,0,72,56,30,48,46,94,30
ADSK,80,50,52,72,64,30,34,66,96,134,78,56,58,50,0,-4,16,24,60,30,22,20,80,34,70,66,22,50,74,60,74,10,78,102,68,76,0,72,50,112,62,60,26,32,70,70,52,30,-18,70,8,68,58,-10,58,52,58,44,46,46,62,62,56,52,72,36,68,26,34,52,40,58,56,58,32,38,52,50,6,68,-2,78,80,94,62,64,22,42,12,28,70,56,24,54,22,34,68,30,8,74,-8,66,2,58,20,58,32,22,-18,12,92,106,88,66,38,12,68,90,60,50,52,12,38,56,30,58,34,52,16,54,54,62,68,44,4,32,56,34,10,28,22,2,40,50,86,28,78,56,54,0,52,24,72,46,76,28,30,20,2,-12,56,70,14,6,58,26,34,46,-12,50,40,52,92,72,54,56,6,62,30,26,30,62,72,56,52,36,24,42,112,66,54,52,40,38,78,44,64,86,82,60,70,32,74,58,52,78,26,18,52,76,56,32,26,52,54,80,32,26,68,60,64,58,6,10,50,42,-6,50,64,34,42,78,64,70,32,90,78,72,54,58,56,66,44,10,80,90,100,46,46,46,32,50,50,56,62,24,18,34,58,30,16,78,12,44,26,18,26,32,34,62,10,66,32,24,72,30,60,76,68,40,58,-12,56,66,58,60,2,62,74,84,2,84,70,18,60,50,98,34,28,54,64,24,34,52,20,78,60,52,48,18,20,48,32,68,80,100,50,42,80,68,62,58,42,74,56,8,0,60,0,64,26,36,52,116,28,52,74,62,58,60,28,16,30,38,-6,30,82,72,92,40,20,92,74,32,86,-16,16,48,56,44,68,54,84,32,54,72,32,42,40,72,-8,78,16,48,72,-14,38,44,38,52,80,44,66,46,48,24,48,20,38,52,52,34,76,28,98,48,14,74,26,46,40,30,58,34,-12,52,48,58,76,2,38,84,36,28,60,68,18,54,68,52,40,42,44,18,82,64,40,32,20,68,42,80,60,62,84,52,60,32,16,58,76,54,62,62,36,14,36,22,50,66,70,52,78,62,94,70,58,38,12,42,60,102,50,-8,34,40,68,34,66,-8,-10,38,22,56,24,50,46,34,44,24,30,48,-2,62,56,52,74,44,24,58,60,34,52
AEE,32,-22,-8,16,26,14,-6,36,30,34,22,14,44,-24,-4,0,142,72,46,26,84,48,70,26,-16,-10,-24,16,42,-4,-18,-18,16,-10,2,6,52,10,-8,34,18,64,-32,-4,32,14,-26,70,148,-4,86,-28,0,102,30,18,-32,-26,40,8,22,-22,-10,-14,0,24,16,34,46,28,72,-22,50,-4,40,-2,-28,74,22,6,62,-12,42,28,-18,56,-30,-4,52,-8,34,-8,78,76,52,-14,30,4,30,-26,150,-10,74,6,12,28,-6,14,-4,20,26,34,-4,22,44,-18,-18,-4,2,10,-8,94,-2,-50,-10,-4,62,26,26,72,-2,-24,-24,12,38,12,-8,6,98,4,148,122,-8,6,-12,14,-16,14,20,138,24,50,44,-30,-40,-8,56,88,104,108,-26,-22,136,130,48,94,-12,16,88,-24,10,-2,12,10,-40,-18,116,-20,50,18,-6,10,-6,30,-30,4,78,-4,4,4,16,-8,26,56,22,-24,-38,30,26,34,28,-28,10,-32,-14,-38,8,-30,-14,-12,10,-6,-14,60,8,14,-12,36,8,-16,-16,-8,-14,24,12,22,52,10,12,24,54,10,-6,28,10,32,-18,38,0,-4,-10,36,-2,34,24,12,-8,-16,-8,10,10,22,46,-2,-10,-20,22,-8,12,6,68,22,72,54,8,74,6,-30,8,26,-22,64,-20,28,20,44,30,12,40,54,-8,154,2,24,-14,0,34,-16,18,30,82,-12,4,40,-8,-4,8,54,56,0,-16,12,42,22,30,54,-8,56,2,-40,8,54,-20,-38,-2,20,42,-4,52,-6,6,-2,-36,-8,40,126,42,4,120,46,20,64,-44,32,66,16,2,-28,-22,-26,18,-4,-4,14,86,-10,24,10,-12,-2,-6,24,46,18,2,62,102,68,44,-2,66,34,-32,42,0,34,80,16,0,-10,140,6,78,-10,4,62,24,-2,-10,-4,6,24,-8,-20,50,78,4,-2,2,-20,4,76,0,-2,40,10,82,30,60,28,-42,10,28,-38,48,-22,24,-20,40,134,40,2,100,42,-32,-2,6,-8,-16,10,60,22,26,38,40,12,10,54,-16,-10,4,42,50,-32,4,54,12,18,36,18,-2,-20,4,4,-18,88,10,26,12,-20,2,-6,-6,6,18,44,-10,-6,38,40,50,38,24,62,58,-18,16,-14,-10,142,84,-12,20,68,64,20,36,70,0,0,36,-20,150,-12,-6,14,-10,6,8,38,-8,14,30
AEP,18,-18,0,14,34,20,6,40,36,32,0,10,44,-20,16,142,0,72,50,30,62,60,72,36,-34,14,-12,36,42,-2,-8,-36,14,0,14,2,90,18,10,48,26,62,-26,-14,10,12,-24,66,122,16,70,-16,-14,130,12,0,-12,-26,22,4,18,-22,10,-8,26,8,18,28,30,40,56,-30,50,-8,48,-14,-18,72,40,6,80,-20,34,24,-42,48,-30,-8,72,2,48,30,82,74,38,-28,44,32,34,-40,166,6,60,-2,14,24,8,24,-16,40,30,32,18,12,36,-22,14,34,16,-2,-12,120,4,-34,-8,-4,74,40,52,40,22,-4,-8,10,58,14,-14,12,82,12,142,144,-8,0,8,20,0,-10,12,144,30,54,54,-34,-36,-16,68,76,128,90,-16,-40,146,118,36,112,-30,18,84,-14,10,-18,30,10,-36,-18,118,-26,40,16,-8,22,-12,64,-34,0,72,-12,20,0,-4,-32,20,54,28,-12,-36,22,18,12,46,-16,26,-20,-38,-32,6,-40,-10,6,6,-6,-2,56,12,10,-26,20,8,-18,-28,-26,0,22,-4,10,62,40,-2,52,60,-4,8,24,12,40,-28,36,-12,-10,0,28,6,40,42,24,-10,-8,-8,16,-2,32,48,0,4,-20,28,-10,0,8,62,20,78,38,8,72,18,-36,0,44,-10,56,-20,40,26,52,2,4,42,54,-16,156,20,20,-4,-8,28,-18,26,50,72,-6,12,40,-24,0,20,56,36,-4,-18,10,54,66,40,50,-6,50,44,-50,10,62,-22,-30,6,22,64,-12,38,-14,-12,2,-36,-8,60,152,66,14,98,56,26,66,-56,54,68,10,2,-20,-44,-18,30,0,2,8,92,-24,34,6,-22,12,-6,30,42,18,2,74,110,48,36,12,54,30,-22,56,-16,22,80,16,-4,-2,150,-20,90,-4,16,78,16,0,2,-10,24,-2,-4,-20,52,62,-2,2,0,-10,12,62,-8,-2,40,14,64,36,50,4,-26,16,16,-44,50,-20,16,-30,38,146,32,18,116,48,-20,-10,8,-4,-6,10,62,8,28,24,52,-2,0,58,6,0,2,44,58,-34,0,72,0,20,32,8,-12,-4,16,8,8,88,-4,24,52,-26,-4,-24,-4,6,32,36,-14,0,36,38,54,36,36,58,72,-10,26,-32,-12,164,76,-10,24,78,76,26,20,82,-16,26,38,-16,166,-32,-4,14,-4,12,10,20,0,8,34
AES,28,-2,44,40,54,16,14,28,54,30,14,48,32,40,24,72,72,0,20,-6,40,40,52,28,34,34,10,42,36,18,2,-18,34,44,34,52,20,14,46,22,46,24,30,22,16,60,18,62,76,-6,26,0,12,40,6,42,-8,28,26,40,18,8,10,18,30,24,50,-12,16,8,16,18,58,20,42,28,34,28,-12,40,-4,32,32,48,20,60,-10,46,38,30,26,24,28,28,34,28,18,-26,22,32,62,18,46,30,8,18,36,26,4,46,10,20,44,18,16,8,42,62,28,6,-10,84,42,16,24,24,28,32,52,26,32,42,38,18,28,24,32,22,50,10,62,58,26,14,24,8,6,22,18,56,46,46,52,18,38,-8,20,22,68,32,28,36,54,36,12,24,30,8,4,6,6,-2,36,32,20,22,46,30,20,22,26,20,22,14,12,24,46,-4,18,32,16,12,36,36,50,36,4,34,30,88,22,6,40,14,34,2,20,6,30,26,42,2,28,40,34,26,20,2,36,12,34,24,-4,38,18,28,14,50,38,-10,8,28,24,44,36,20,26,18,26,42,6,22,18,36,22,30,26,12,14,36,38,30,24,36,20,48,40,8,34,34,36,24,64,22,2,38,12,12,42,42,24,32,32,26,44,-2,30,38,36,6,34,78,28,4,16,34,38,54,38,12,42,28,52,8,-4,16,34,30,14,24,30,26,42,-8,16,58,44,50,58,2,34,40,-6,10,24,30,42,24,46,0,8,0,-16,16,8,68,12,44,38,38,42,18,4,12,46,50,50,0,24,18,18,2,16,28,30,46,46,42,26,40,18,18,20,26,36,28,48,14,26,28,52,32,34,30,4,50,50,32,44,30,62,38,74,18,42,-2,38,42,16,12,16,8,18,22,10,32,28,22,40,18,28,14,42,20,58,26,34,54,6,6,18,28,34,16,28,8,52,12,20,66,34,0,62,32,36,26,22,36,34,22,14,26,48,36,42,16,40,6,22,30,18,36,52,16,24,40,-2,2,-4,18,6,22,32,28,38,36,28,32,30,22,42,28,44,32,6,44,32,28,-10,42,32,24,38,8,62,34,24,4,2,64,26,16,34,70,38,24,22,10,16,28,26,12,74,-18,8,-4,60,16,30,38,38,50,6
AFL,88,32,42,48,58,58,28,96,92,62,72,46,72,30,60,46,50,20,0,70,50,74,88,46,34,30,54,90,70,30,46,-24,22,68,54,78,20,56,40,86,40,100,12,16,72,60,42,38,30,46,50,58,44,30,94,94,38,58,66,54,60,72,52,60,44,38,72,26,48,74,60,54,62,72,48,54,50,90,-12,46,46,52,80,58,34,62,20,56,32,40,56,58,98,64,32,30,78,30,22,60,34,40,18,98,42,66,40,58,16,28,40,34,52,78,66,16,56,50,62,54,40,36,38,38,12,76,54,54,4,82,48,24,26,42,40,36,60,26,42,34,48,30,38,24,38,28,18,44,56,46,54,-26,54,28,40,20,38,60,26,64,46,36,42,32,46,22,42,52,32,48,34,42,60,46,32,62,44,22,70,44,58,60,56,86,46,32,58,22,44,40,58,50,66,76,90,48,38,60,60,62,82,24,80,54,36,36,50,30,22,48,54,34,10,108,46,70,36,64,78,34,68,58,32,32,48,46,6,44,56,50,64,56,52,56,42,92,58,48,42,60,10,64,62,30,66,94,64,52,42,48,46,90,58,28,66,46,24,48,72,14,34,54,56,26,66,38,28,6,42,86,28,80,48,22,72,42,94,38,58,68,58,14,52,60,64,38,18,40,44,90,56,46,46,32,34,46,86,60,54,78,24,48,28,58,52,80,40,60,32,6,18,70,10,58,84,72,74,70,66,40,32,60,2,40,64,20,4,30,32,92,36,62,6,64,34,62,56,66,44,26,14,34,42,50,46,38,72,80,56,54,12,56,94,82,66,14,44,62,62,62,54,62,48,34,42,76,68,36,60,90,24,56,16,64,78,28,40,32,48,50,80,54,36,40,82,36,44,42,48,58,36,62,52,42,82,62,60,82,28,50,46,22,54,38,42,30,40,30,70,30,46,66,42,86,48,48,0,54,36,90,68,72,46,18,68,34,58,58,36,50,62,88,54,46,90,100,48,50,34,34,50,54,40,42,52,48,48,40,50,54,48,64,44,76,78,80,74,42,42,36,68,76,48,14,50,36,80,58,26,34,44,76,54,78,62,52,52,78,40,30,40,30,22,30,30,54,48,50,36,56,34,46,62
AIG,24,60,14,24,62,32,32,32,66,42,74,52,32,68,30,26,30,-6,70,0,16,92,50,22,58,-2,74,76,24,22,42,-40,16,32,6,48,-10,78,16,66,54,48,46,34,60,28,66,-8,14,6,0,46,38,16,78,50,20,68,32,46,32,46,36,40,46,32,76,2,10,46,-4,78,36,88,10,22,52,58,14,32,16,38,40,36,36,36,54,42,12,52,18,24,74,28,12,56,72,40,0,42,18,22,24,72,46,46,34,28,32,2,40,28,44,50,38,16,40,36,38,70,58,26,44,54,54,78,24,50,-12,28,40,30,26,66,-2,28,44,42,4,20,52,8,50,44,58,26,6,52,40,24,54,18,12,38,26,48,22,4,0,14,60,42,12,16,4,12,60,44,8,42,42,42,58,38,38,70,36,44,50,2,70,28,56,64,52,54,24,42,48,46,70,56,48,52,64,48,64,52,52,44,52,38,28,64,42,52,54,28,30,28,34,48,14,74,42,58,48,2,56,58,38,34,38,-24,62,32,10,38,68,46,30,34,22,34,6,32,42,36,40,42,44,40,58,28,42,62,60,70,54,64,34,58,14,30,76,22,20,38,22,40,32,38,20,52,18,0,0,14,36,80,28,38,70,18,36,20,50,50,18,32,74,-4,40,42,50,32,-6,64,24,44,14,40,34,22,38,34,42,18,14,94,50,56,28,24,8,54,46,32,16,36,50,2,40,62,40,48,20,52,36,28,48,20,12,32,48,0,0,34,24,68,46,48,28,44,8,48,70,32,38,16,2,32,28,44,-20,28,42,62,44,18,44,32,48,72,50,-26,56,-4,32,80,26,64,32,4,32,20,28,8,66,46,14,66,50,34,78,-4,40,34,42,60,44,22,38,28,92,32,0,44,42,62,32,-4,34,24,54,46,16,60,16,24,28,18,26,50,36,52,34,34,20,24,20,32,22,22,64,46,26,54,30,80,24,40,56,56,46,50,54,26,18,30,38,18,76,30,74,72,6,30,2,32,40,54,48,52,64,14,24,28,34,64,30,62,38,58,42,26,68,32,24,28,36,40,-4,-6,22,38,36,44,42,8,0,36,50,66,42,40,54,62,18,44,22,44,8,30,50,12,32,26,16,12,22,46,28
AIV,38,4,14,10,48,38,4,28,70,36,22,16,22,-4,22,84,62,40,50,16,0,42,66,62,-10,28,-8,40,44,14,-14,-24,42,18,10,36,68,38,0,36,32,72,10,2,34,46,-2,106,62,28,146,-16,14,58,32,32,-24,2,50,-2,42,12,4,2,18,18,24,38,38,40,34,-12,92,16,58,20,-10,80,18,56,64,20,48,36,12,30,-12,14,62,20,34,10,68,56,56,-8,28,22,26,8,70,14,26,18,16,64,-8,38,6,28,42,6,8,28,32,-2,20,26,8,-6,-8,72,28,-28,8,2,54,34,36,44,62,18,16,12,78,20,28,8,114,0,78,42,38,-22,-14,26,6,38,34,74,58,30,12,-20,-14,-10,64,140,62,144,-2,8,48,66,36,60,6,4,82,4,0,28,50,22,-30,6,68,26,50,34,12,18,16,36,-2,6,100,-2,18,20,30,6,30,70,16,6,-6,28,28,44,58,-18,10,-8,14,-26,40,-10,8,14,42,-6,8,64,20,48,14,62,34,-6,6,2,6,12,34,46,50,16,10,44,42,32,38,44,18,62,20,30,38,30,-2,36,18,50,40,48,18,-10,34,24,16,52,34,20,8,-8,34,-2,38,26,90,24,60,24,22,70,2,-18,28,46,-4,46,-6,58,28,30,22,26,32,38,4,86,32,12,14,-8,28,0,44,50,148,10,22,24,4,10,32,56,38,2,0,14,40,34,30,56,14,8,8,-36,4,36,-34,6,44,36,52,22,32,10,32,6,-20,14,46,56,24,52,48,48,20,38,-16,44,54,24,24,0,-8,4,38,22,0,16,120,12,20,22,30,20,-22,40,66,12,6,110,44,56,30,22,48,34,-14,52,42,36,132,6,14,14,62,36,34,-8,-6,60,10,-10,36,-12,16,0,-16,-2,24,92,6,6,34,2,-12,52,22,36,44,12,52,40,78,40,-16,14,42,-20,26,-16,72,2,62,76,78,26,54,56,-12,26,30,30,-6,16,44,20,38,36,48,28,40,60,0,18,32,38,68,10,16,52,20,56,44,48,20,8,24,20,8,154,16,14,18,4,18,26,10,28,60,26,8,0,18,90,60,46,32,100,48,6,24,28,2,68,126,14,40,76,68,30,22,76,34,42,46,10,72,-16,-2,20,30,14,26,22,24,8,38
